Item Type,Product ID,Product Name,Product Type,Product Code/SKU,Bin Picking Number,Brand Name,Option Set,Option Set Align,Product Description,Price,Cost Price,Retail Price,Sale Price,Fixed Shipping Cost,Free Shipping,Product Warranty,Product Weight,Product Width,Product Height,Product Depth,Allow Purchases?,Product Visible?,Product Availability,Track Inventory,Current Stock Level,Low Stock Level,Category,Product File - 1,Product File Description - 1,Product File Max Downloads - 1,Product File Expires After - 1,Product File - 2,Product File Description - 2,Product File Max Downloads - 2,Product File Expires After - 2,Product File - 3,Product File Description - 3,Product File Max Downloads - 3,Product File Expires After - 3,Product File - 4,Product File Description - 4,Product File Max Downloads - 4,Product File Expires After - 4,Product File - 5,Product File Description - 5,Product File Max Downloads - 5,Product File Expires After - 5,Product Image ID - 1,Product Image File - 1,Product Image Description - 1,Product Image Is Thumbnail - 1,Product Image Sort - 1,Product Image ID - 2,Product Image File - 2,Product Image Description - 2,Product Image Is Thumbnail - 2,Product Image Sort - 2,Product Image ID - 3,Product Image File - 3,Product Image Description - 3,Product Image Is Thumbnail - 3,Product Image Sort - 3,Product Image ID - 4,Product Image File - 4,Product Image Description - 4,Product Image Is Thumbnail - 4,Product Image Sort - 4,Product Image ID - 5,Product Image File - 5,Product Image Description - 5,Product Image Is Thumbnail - 5,Product Image Sort - 5,Product Image ID - 6,Product Image File - 6,Product Image Description - 6,Product Image Is Thumbnail - 6,Product Image Sort - 6,Product Image ID - 7,Product Image File - 7,Product Image Description - 7,Product Image Is Thumbnail - 7,Product Image Sort - 7,Product Image ID - 8,Product Image File - 8,Product Image Description - 8,Product Image Is Thumbnail - 8,Product Image Sort - 8,Search Keywords,Page Title,Meta Keywords,Meta Description,MYOB Asset Acct,MYOB Income Acct,MYOB Expense Acct,Product Condition,Show Product Condition?,Event Date Required?,Event Date Name,Event Date Is Limited?,Event Date Start Date,Event Date End Date,Sort Order,Product Tax Class,Product UPC/EAN,Stop Processing Rules,Product URL,Redirect Old URL?,GPS Global Trade Item Number,GPS Manufacturer Part Number,GPS Gender,GPS Age Group,GPS Color,GPS Size,GPS Material,GPS Pattern,GPS Item Group ID,GPS Category,GPS Enabled
Product,,Making it Thru the Gig Chapter 6 by McKay/,,,,", ",,Right,<p><strong>Composer:&nbsp;</strong> <span> Heather McKay</span>&nbsp;</p> <p><strong>Arranger:&nbsp;</strong>  </p> <p><strong>Description:&nbsp;</strong>Making it Thru the Gig (Chapter 6) explores all types of seventh chords.  These chords are used in all styles of music but an understanding of them is crucial in jazz.  As usual there are plenty of exercises to make sure you have a good grasp on these chords.</p><p><strong>Instrumentation:</strong>&nbsp;Other</p> <p><strong>Era:</strong>&nbsp;<span>21st Century</span></p>  <p><strong>Form:</strong>&nbsp;<span>Other</span></p> <p><strong></strong><strong>Type of Work:&nbsp;</strong>Classroom Materials</p> <p><strong><span>Type of Ensemble:</span></strong>&nbsp;<span></span></p> <p><strong><span><span>Nationality:</span></span></strong>&nbsp;<span>America</span></p> <p><strong>Parts:&nbsp;</strong> Score</p> <p><strong>Publisher:</strong> SECONDAPRATTICA.ORG</p>,,0,,0,0,N,,,,,,Y,N,,none,,,Guitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheet Music, Music Score, Download Sheet Music, Downloadable PDF, Classroom Materials, , Other",Making it Thru the Gig Chapter 6 by McKay/,"Making it Thru the Gig Chapter 6 by McKay/, Sheet Music, Music Score, Download Sheet Music, Downloadable PDF, Classroom Materials, , Other",Making it Thru the Gig (Chapter 6) explores all types of seventh chords.  These chords are used in all styles of music but an understanding of them is crucial in jazz.  As usual there are plenty of exercises to make sure you have a good grasp on these chords.,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
